,_id,_rev,URL,Status,Name,Organisation,Address,City,State,Zipcode,Country,E-mails,Domain,Alexa Rank,Registrar,time
10,2882dd75812e91503833423209005fa4,1-9f8c5bd555146f4ad6080ea10ec01f08,https://talosintelligence.com/ms_advisories,Legitimate,TALOSINTELLIGENCE.COMtalosintelligence.com,Cisco Systems Inc.,63-65 boulevard Massena,Paris,Paris,75013,FR,abuse@support.gandi.net4c4e62654df2b19374da4d2024341ea9-1812913@contact.gandi.net,TALOSINTELLIGENCE.COMtalosintelligence.com,37130,GANDI SAS,21:53.9
11,2882dd75812e91503833423209006500,1-84ceb7e4a88402d6f87e0ef81490608f,https://www.google.com,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,1,MarkMonitor Inc.,55:41.1
12,2882dd75812e91503833423209006680,1-c95ce03490794cedb69d777b86e2e040,https://www.youtube.com/results?search_query=girls,Legitimate,YOUTUBE.COMyoutube.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,YOUTUBE.COMyoutube.com,2,MarkMonitor Inc.,59:55.3
13,2882dd75812e91503833423209006ab0,1-baad692a327e37b16530370df386b1c3,https://www.bing.com/,Legitimate,BING.COMbing.com,Microsoft Corporation,One Microsoft Way,Redmond,WA,98052,US,abusecomplaints@markmonitor.comdomains@microsoft.commsnhst@microsoft.comwhoisrequest@markmonitor.com,BING.COMbing.com,35,MarkMonitor Inc.,24:25.9
14,2882dd75812e915038334232090086bc,1-5f24bc798017cd08f02ec90ac9569562,https://www.youtube.com/,Legitimate,YOUTUBE.COMyoutube.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,YOUTUBE.COMyoutube.com,2,MarkMonitor Inc.,25:15.0
15,2882dd75812e91503833423209008e3d,1-9429b9f26cc33be2cc4bd23d9be0be77,https://onedrive.live.com/edit.aspx?cid=daf3ec79562b130f,Legitimate,LIVE.COMlive.com,Microsoft Corporation,None,Redmond,WA,98052,US,domainabuse@cscglobal.comdomains@microsoft.commsnhst@microsoft.com,LIVE.COMlive.com,18,CSC CORPORATE DOMAINS INC.,04:22.3
16,2882dd75812e91503833423209009957,1-199180f82c3c47e053b398a7348e06e4,https://microsoftedge.microsoft.com/addons/,Legitimate,MICROSOFT.COM,None,None,None,None,None,None,abusecomplaints@markmonitor.com,MICROSOFT.COM,25,MarkMonitor Inc.,07:52.6
17,2882dd75812e9150383342320900ad3f,1-d1061c725d2b5edbd5bddf5d094b7972,https://app.checkaninvoice.com/manage/invoices?q=all,Legitimate,CHECKANINVOICE.COMcheckaninvoice.com,Domains By Proxy LLC,DomainsByProxy.com14455 N. Hayden Road,Scottsdale,Arizona,85260,US,abuse@godaddy.comcheckaninvoice.com@domainsbyproxy.com,CHECKANINVOICE.COMcheckaninvoice.com,2328401,GoDaddy.com LLC,13:57.3
18,2882dd75812e9150383342320900afd5,1-78434bfdf94e4548cd2fa292db4063e9,http://saluti24.ru/paypapmobile/afd82de65876c3ad3e40453713daaaa1/b355f...added,Malicious,SALUTI24.RU,None,None,None,None,None,None,None,SALUTI24.RU,-1,REGRU-RU,19:25.5
19,2882dd75812e9150383342320900b615,1-2072dcaf623ac46073c7e6f8752de5f6,http://saathiyo.in/ach/notepure/uh/no_cap/fbg/office.php...added,Malicious,saathiyo.in,None,None,None,Florida,None,US,None,saathiyo.in,-1,GoDaddy.com LLC,19:35.8
20,2882dd75812e9150383342320900c05c,1-1c84c84178e81e0d2080774787782258,https://www.gov.claimrebate2.com/added,Malicious,CLAIMREBATE2.COMclaimrebate2.com,-,39 charisma street,London,Barking and Dagenham,E4 4HM,GB,compliance_abuse@webnic.ccbigboistan@gmail.com,CLAIMREBATE2.COMclaimrebate2.com,-1,WEBCC,19:54.7
21,2882dd75812e9150383342320900c5fc,1-ec8a881c99d29fe6e641c306987062a5,https://fb.page-business-realtor.item4387567435.com/...added,Malicious,ITEM4387567435.COMitem4387567435.com,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,None,PA,abuse@namecheap.comde1afd0b87074bf99352145a329a9e9f.protect@whoisguard.com,ITEM4387567435.COMitem4387567435.com,-1,NAMECHEAP INC,20:20.2
22,2882dd75812e9150383342320900d054,1-d0938a9c6bb31a105f6f51e6566bdd09,https://paypal.miccosylvain.com/added,Malicious,MICCOSYLVAIN.COMmiccosylvain.com,None,II PLATEAUX 7EME TRANCHE IM. NZI APT14,Abidjan,Lagunes,225,CI,abuse@namesilo.comjustethales@yahoo.fr,MICCOSYLVAIN.COMmiccosylvain.com,-1,NameSilo LLC,20:31.9
23,2882dd75812e9150383342320900dc79,1-24d25c7c07f0237f2a0934c429d8ef88,https://www.bcpzonasegurabeta.viabcp-e.xyz/.laka/inicias-sesion...added,Malicious,VIABCP-E.XYZviabcp-e.xyz,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,None,PA,abuse@namecheap.com64ec7ed7e6e84d79953202f6ddf89892.protect@whoisguard.com,VIABCP-E.XYZviabcp-e.xyz,-1,NAMECHEAP INC,21:21.0
24,2882dd75812e9150383342320900e0ab,1-86d877a5144199279b389f9226458b7f,http://paypal.me.philmooreowens.com/paypal/www.paypal.com/ng/webapps/m...added,Malicious,PHILMOOREOWENS.COMphilmooreowens.com,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,None,PA,abuse@namecheap.com98e4070d6b774604be3f64705e747822.protect@whoisguard.com,PHILMOOREOWENS.COMphilmooreowens.com,-1,NAMECHEAP INC,21:45.0
25,2882dd75812e9150383342320900ec43,1-c18be795f8155dddf8e1ec8b73020848,https://www.xuoyi.com/added,Malicious,XUOYI.COMxuoyi.com,None,None,None,he nan,None,CN,DomainAbuse@service.aliyun.com,XUOYI.COMxuoyi.com,-1,Alibaba Cloud Computing (Beijing) Co. Ltd.,21:53.9
26,2882dd75812e9150383342320900fb83,1-f7d97a355ff03d003f3ac90e778c3e57,http://namoridoss2entrega.com/desk/login.php?enc=543249910...added,Malicious,NAMORIDOSS2ENTREGA.COMnamoridoss2entrega.com,None,None,None,Sao Paulo,None,BR,abuse@godaddy.com,NAMORIDOSS2ENTREGA.COMnamoridoss2entrega.com,-1,GoDaddy.com LLC,22:14.2
27,2882dd75812e9150383342320901012c,1-4b4abe0a4df603ab24aef667cf1fc79e,https://www.laborcomun.com.mx/wordpress/wp-content/plugins/rafda/ok/ua...added,Malicious,laborcomun.com.mx,None,None,None,None,None,None,None,laborcomun.com.mx,-1,PDR Ltd. d/b/a PublicDomainRegistry.com,22:24.5
28,2882dd75812e91503833423209010ca5,1-9ff5c54d69da00d9bd6a132ba95d1c8d,https://epl.paypal-communications.prohandicraft.com/userid,Malicious,PROHANDICRAFT.COMprohandicraft.com,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,None,PA,abuse@namecheap.comb00be10fc94f454b9552fbf41a0dcce1.protect@whoisguard.com,PROHANDICRAFT.COMprohandicraft.com,-1,NAMECHEAP INC,22:40.4
29,2882dd75812e91503833423209011a86,1-2908f6dd9e62504ece83cee2bb523481,https://iquocglum.net/sie-ihr-konto-19365259308344050,Malicious,IQUOCGLUM.NETiquocglum.net,None,None,None,LA,None,US,domainabuse@service.aliyun.com,IQUOCGLUM.NETiquocglum.net,-1,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,22:58.8
30,2882dd75812e91503833423209011e25,1-d0e632fcc6e5683bc6ffb9f88a2ba1d1,http://www.apple.com.arshcg.cn/mim/l60567nirdrn4318i64a64992ol40m2302a...added,Malicious,arshcg.cn,None,None,None,None,None,None,43764598@qq.com,arshcg.cn,-1,上海美橙科技信息发展有限公司,23:14.0
31,2882dd75812e91503833423209011e78,1-1b307c8dec47284cec9779b19ba40dee,http://www.apple.mac.arshcg.cn/mim/17u8a68c156000v98765335h82o64gm8hr6...added,Malicious,arshcg.cn,None,None,None,None,None,None,43764598@qq.com,arshcg.cn,-1,上海美橙科技信息发展有限公司,23:24.0
32,2882dd75812e915038334232090125ef,1-39579c2b5d214c21bc2e424d5e628b7d,https://paxfulredeem.com/added,Malicious,PAXFULREDEEM.COMpaxfulredeem.com,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,None,PA,abuse@namecheap.come24533a89dab406399e05ee5a9ad256e.protect@whoisguard.com,PAXFULREDEEM.COMpaxfulredeem.com,-1,NAMECHEAP INC,23:59.5
33,2882dd75812e91503833423209012fb1,1-f06b28ad5964913f636a2cd7dfead918,https://alkadiakurier.com/3125/ipkoadded,Malicious,ALKADIAKURIER.COM,Private Person,Pologaya 2,Moscow,Moscow,692991,RU,abuse@reg.ruder_fan@mail.ru,ALKADIAKURIER.COM,-1,Registrar of domain names REG.RU LLC,24:06.3
34,2882dd75812e91503833423209013ada,1-6efa059a219589786c23a2c7fde6bc9c,https://zonasegura-multlred.webperu.online/bnweb/inicio/...added,Malicious,WEBPERU.ONLINE,None,None,None,None,None,None,None,WEBPERU.ONLINE,-1,Hostinger UAB,24:16.2
35,2882dd75812e91503833423209013c57,1-1804fd351087a81d163c2b5740164c62,https://westrechnungonline.fi/o9gyan43j4yw/added,Malicious,westrechnungonline.fi,None,6554 Prohaska Mall93999Kuusamo,None,None,None,None,None,westrechnungonline.fi,-1,INT2000,24:31.9
36,2882dd75812e915038334232090148d1,1-dab54101fb220659953a55b8519a193c,http://amazon-pm.co/pcadded,Malicious,amazon-pm.co,None,None,None,New Territories,None,HK,abuse@godaddy.com,amazon-pm.co,-1,GoDaddy.com LLC,24:45.8
37,2882dd75812e91503833423209014c87,1-65de512c913b2d6656e72f92e75e84fe,http://cloneendo.com/[email protected]added,Malicious,CLONEENDO.COM,None,None,None,None,None,None,domainabuse@service.aliyun.com,CLONEENDO.COM,-1,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,24:56.4
38,2882dd75812e91503833423209015199,1-69737cdb358904e4a30a97ce5e46ca41,https://receiptlib.net/wp-onedrive/doc00024555.php...added,Malicious,RECEIPTLIB.NETreceiptlib.net,None,None,None,CA,None,US,domainabuse@service.aliyun.com,RECEIPTLIB.NETreceiptlib.net,-1,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,25:15.3
39,2882dd75812e91503833423209015229,1-3a2bef3266eb3c0fe6f04b46449f44ab,https://trustvision-eg.com/egt/added,Malicious,TRUSTVISION-EG.COMtrustvision-eg.com,Trust Vision Egypt,None,None,Not Applicable,None,EG,abuse@godaddy.com,TRUSTVISION-EG.COMtrustvision-eg.com,-1,GoDaddy.com LLC,25:22.8
40,2882dd75812e915038334232090158d4,1-d17d67a8f5f45e2a101788c72100420d,https://nominatedoratio.xyz/dotpayadded,Malicious,NOMINATEDORATIO.XYZ,See PrivacyGuardian.org,None,None,AZ,None,US,abuse@namesilo.com,NOMINATEDORATIO.XYZ,-1,NameSilo LLC,25:33.5
41,2882dd75812e91503833423209015dcd,1-63925e07d9be82b392b70e3e6d4a1681,https://mybillinginfo-ee.com/account/index?ac=ee...added,Malicious,MYBILLINGINFO-EE.COMmybillinginfo-ee.com,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,None,PA,abuse@namecheap.com166ea2daae47457f89ea60d75c654cc3.protect@whoisguard.com,MYBILLINGINFO-EE.COMmybillinginfo-ee.com,-1,NAMECHEAP INC,26:24.3
42,2882dd75812e9150383342320901655a,1-dfbe759a9b5457f33ab836b23d86211b,https://wordcounter.net/,Legitimate,WORDCOUNTER.NETwordcounter.net,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,0,PA,abuse@namecheap.com5594e1acb32a454788d69a7361f3476d.protect@whoisguard.com,WORDCOUNTER.NETwordcounter.net,4087,NAMECHEAP INC,26:42.4
43,2882dd75812e91503833423209016eee,1-bc9b346a36f1d62039517bc66f6a9437,https://netappswyrer7vpkqjiiw4nnetflix.com/ccc36675ce8d7286aff56ecccb5...added,Malicious,NETAPPSWYRER7VPKQJIIW4NNETFLIX.COMnetappswyrer7vpkqjiiw4nnetflix.com,Domains By Proxy LLC,DomainsByProxy.com14455 N. Hayden Road,Scottsdale,Arizona,85260,US,abuse@wildwestdomains.comnetappswyrer7vpkqjiiw4nnetflix.com@domainsbyproxy.com,NETAPPSWYRER7VPKQJIIW4NNETFLIX.COMnetappswyrer7vpkqjiiw4nnetflix.com,-1,Wild West Domains LLC,27:06.6
44,2882dd75812e91503833423209017cc9,1-b612b820b8bf7ac9e137e3a49d819ce6,http://arquitecturaydiseno-uev.com/mapod/45f41828bc049ae347eaa017a112a...added,Malicious,ARQUITECTURAYDISENO-UEV.COM,GDPR MASKED,GDPR MASKED,GDPR MASKED,None,GDPR Masked,ES,support@bluehost.comGDPR-MASKING@FASTDOMAIN.COM,ARQUITECTURAYDISENO-UEV.COM,-1,FastDomain Inc.,27:16.4
45,2882dd75812e91503833423209017ce3,1-5125e42024668cc391cda5ea7e574bfe,https://mnimzmz.com/squareadded,Malicious,MNIMZMZ.COM,Domain Protection Services Inc.,PO Box 1769,Denver,CO,80201,US,abuse@name.com,MNIMZMZ.COM,-1,Name.com Inc.,27:26.8
46,2882dd75812e91503833423209017ec4,1-927aa38a4c9bbee4075028ed9721025f,https://myee.unpaid-debit.com/added,Malicious,UNPAID-DEBIT.COMunpaid-debit.com,Whois Privacy Protection Foundation,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,Zuid-Holland,REDACTED FOR PRIVACY,NL,abuse@registrar.eu,UNPAID-DEBIT.COMunpaid-debit.com,-1,Hosting Concepts B.V. d/b/a Openprovider,27:37.4
47,2882dd75812e915038334232090186a3,1-f165d6cb29635d45c729b049da11f632,http://aruba.sfr-info.u7492543oe.ha004.t.justns.ru/aruba/...added,Malicious,JUSTNS.RU,"Limited Liability Company ""Baxet""",None,None,None,None,None,None,JUSTNS.RU,481789,RU-CENTER-RU,28:03.7
48,2882dd75812e91503833423209018f54,1-8f1268f02017a7e7aa58d10dc56084ba,http://outlet-carrefour.com/loja/true/bask.php...added,Malicious,OUTLET-CARREFOUR.COM,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,CA,REDACTED FOR PRIVACY,US,domainabuse@tucows.comsupport@inmotionhosting.com,OUTLET-CARREFOUR.COM,-1,TUCOWS INC.,28:19.4
49,2882dd75812e91503833423209019103,1-9258be6c9ccbb715798a5dc6bdbe1fa0,https://www.amazon.co.jp.286c08b6ceed2d6f53.top/...added,Malicious,286c08b6ceed2d6f53.top,See PrivacyGuardian.org,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,AZ,REDACTED FOR PRIVACY,US,abuse@namesilo.com,286c08b6ceed2d6f53.top,-1,NameSilo,28:34.7
50,2882dd75812e915038334232090191a3,1-2f85509128843151ea07f97a40922974,http://paypal.ukonlinehelp.com/added,Malicious,UKONLINEHELP.COMukonlinehelp.com,Whois Privacy Protection Foundation,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,Zuid-Holland,REDACTED FOR PRIVACY,NL,abuse@registrar.eu,UKONLINEHELP.COMukonlinehelp.com,-1,Hosting Concepts B.V. d/b/a Openprovider,29:46.9
51,2882dd75812e91503833423209019616,1-341a6419637a6769c2a439b8a92a48fd,https://www.gov.claimrebate43.com/added,Malicious,CLAIMREBATE43.COMclaimrebate43.com,Whoisprotection.cc,L4-E-2 Level 4 Enterprise 4 Technology Park Malaysia Bukit Jalil,Kuala Lumpur,Wilayah Persekutuan,57000,Malaysia,compliance_abuse@webnic.ccreg_18218641@whoisprotection.ccadm_18218641@whoisprotection.cctec_18218641@whoisprotection.cc,CLAIMREBATE43.COMclaimrebate43.com,-1,WEBCC,30:04.9
52,2882dd75812e9150383342320901aa5f,1-f10395341450eb388ed562c2899e3f77,http://www.skyline-china.com/wp-includes/css/xwells/https.wellsfargo.c...added,Malicious,SKYLINE-CHINA.COMskyline-china.com,None,None,None,beijing,None,CN,DomainAbuse@service.aliyun.com,SKYLINE-CHINA.COMskyline-china.com,-1,Alibaba Cloud Computing (Beijing) Co. Ltd.,30:38.9
53,2882dd75812e9150383342320901aaac,1-71948c930d24dc385d581334ee294e77,http://www.skyline-china.com/wp-includes/css/xwells/https.wellsfargo.c...added,Malicious,SKYLINE-CHINA.COMskyline-china.com,None,None,None,beijing,None,CN,DomainAbuse@service.aliyun.com,SKYLINE-CHINA.COMskyline-china.com,-1,Alibaba Cloud Computing (Beijing) Co. Ltd.,30:56.2
54,2882dd75812e9150383342320901ad6b,1-928fde4a1ffc202a6864e814658c8602,http://appscadastro.com/itoken/sms/fis/it2.php...added,Malicious,APPSCADASTRO.COM,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,BR,domainabuse@tucows.comatendimento@terra.com.br,APPSCADASTRO.COM,-1,TUCOWS INC.,31:29.1
55,2882dd75812e9150383342320901b6b1,1-a1c191f79e2c9fc9b02fbd99a27eebbd,http://kisalinkim.com/safirbetadded,Malicious,KISALINKIM.COM,None,None,None,None,None,None,abuse@isimtescil.net,KISALINKIM.COM,-1,FBS Inc.,31:55.3
56,2882dd75812e9150383342320901b702,1-edee41094d76ff15a3b4222b6c047482,https://ebay-kleinanzeigen.de-anfrage82734.mueblesfamari.cl/index_file...added,Malicious,mueblesfamari.cl,None,None,None,None,None,None,None,mueblesfamari.cl,-1,NIC Chile,32:08.0
57,2882dd75812e9150383342320901c3a7,1-84139e972ce33781486ed146c3f3cd1f,https://dliesel.com/server/webmail/[email protected]added,Malicious,DLIESEL.COM,None,1296 OLD DIERKS HWY,LOCKESBURG,AR,71846,US,abuse-contact@publicdomainregistry.comwwyma@yahoo.com,DLIESEL.COM,-1,PDR Ltd. d/b/a PublicDomainRegistry.com,32:14.9
58,2882dd75812e9150383342320901d252,1-1c75b22c71936ddd33a9c17087f4d100,http://signin-store-ws.frontieroption.com/added,Malicious,FRONTIEROPTION.COM,Privacy Protect LLC (PrivacyProtect.org),10 Corporate Drive,Burlington,MA,1803,US,abuse-contact@publicdomainregistry.comcontact@privacyprotect.org,FRONTIEROPTION.COM,-1,PDR Ltd. d/b/a PublicDomainRegistry.com,32:25.7
59,2882dd75812e9150383342320901da4f,1-0a43603a0dc79ba81ceb2dad31c93699,http://saluti24.ru/paypapmobile/afd82de65876c3ad3e40453713daaaa1/401ff...added,Malicious,SALUTI24.RU,None,None,None,None,None,None,None,SALUTI24.RU,-1,REGRU-RU,32:35.0
60,2882dd75812e9150383342320901e4a2,1-dc5b6d71668728345a3aea645de11836,https://jollyvarex.com/bankofamerica/login.php?cmd=login_submit,Malicious,JOLLYVAREX.COMjollyvarex.com,None,None,None,CA,None,US,domainabuse@service.aliyun.com,JOLLYVAREX.COMjollyvarex.com,-1,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,33:09.6
61,2882dd75812e9150383342320901ea62,1-ea26de4a042470dbf54fd14871b69de4,https://www2.amazon.co.jp.bew-gw24w1bee-e52wbe3.party/...added,Malicious,bew-gw24w1bee-e52wbe3.party,See PrivacyGuardian.org,1928 E. Highland Ave. Ste F104 PMB# 255,Phoenix,AZ,85016,US,abuse@namesilo.compw-22d79af943c30cf8719f8b22915fcdae@privacyguardian.org,bew-gw24w1bee-e52wbe3.party,-1,NameSilo LLC,33:41.3
62,2882dd75812e9150383342320901ebdc,1-c6e360bf0f7afcd539862a78e08b08be,http://hmrc-tax-rebates.ru/added,Malicious,HMRC-TAX-REBATES.RU,None,None,None,None,None,None,None,HMRC-TAX-REBATES.RU,-1,R01-RU,33:57.8
63,2882dd75812e9150383342320901f045,1-be716679cc741a7717a9cf95fc6aef87,http://ww-monabanq.com/01/home/login.php?_nfpb=true,Malicious,WW-MONABANQ.COMww-monabanq.com,None,None,None,Paris,None,FR,abuse@godaddy.com,WW-MONABANQ.COMww-monabanq.com,-1,GoDaddy.com LLC,34:40.1
64,2882dd75812e9150383342320901f272,1-506d03e174ae0ceb99af6d6490998acb,https://fiddlemarches.com/liz/granum/added,Malicious,FIDDLEMARCHES.COMfiddlemarches.com,None,None,None,North Carolina,None,US,domainabuse@service.aliyun.com,FIDDLEMARCHES.COMfiddlemarches.com,-1,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,35:01.7
65,2882dd75812e91503833423209020098,1-9e2b5f42405a72bb6b18215404ca925d,http://turkmcse.com/home/_message/added,Malicious,TURKMCSE.COMturkmcse.com,None,None,None,Fujian,None,CN,abuse@godaddy.com,TURKMCSE.COMturkmcse.com,-1,GoDaddy.com LLC,35:13.8
66,2882dd75812e9150383342320902011c,1-1b09d0bfaf97eca8c22e1b5b8fbbc475,http://superdescontoss.com/loja/true/bask.phpadded,Malicious,SUPERDESCONTOSS.COM,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,Rio de Janeiro,REDACTED FOR PRIVACY,BR,domainabuse@tucows.comsupport@inmotionhosting.com,SUPERDESCONTOSS.COM,-1,TUCOWS INC.,35:41.8
67,2882dd75812e9150383342320902055b,1-6033f3d9af50f0d40536a512772155c4,https://paypal-id293357902617.com/added,Malicious,PAYPAL-ID293357902617.COMpaypal-id293357902617.com,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,Moscow,REDACTED FOR PRIVACY,RU,cs@now.cn,PAYPAL-ID293357902617.COMpaypal-id293357902617.com,-1,ERANET INTERNATIONAL LIMITED,36:04.5
68,2882dd75812e91503833423209021476,1-663fb656107677dd5903b3c4d4f11985,https://rixmbeso.com/jh/0nfile/oneddrive/login-option.php...added,Malicious,RIXMBESO.COMrixmbeso.com,Contact Privacy Inc. Customer 1247372444,96 Mowat Ave,Toronto,ON,M4K 3K1,CA,registrar-abuse@google.com1n3j5136utqq@contactprivacy.email,RIXMBESO.COMrixmbeso.com,-1,Google LLC,36:14.8
69,2882dd75812e91503833423209022472,1-796249803fba05f4e1b267f4547bbbb3,http://spamjrty.net/aw/mazon/1d29f/added,Malicious,SPAMJRTY.NET,Contact Privacy Inc. Customer 0158214049,96 Mowat Ave,Toronto,ON,M6K 3M1,CA,spamjrty.net@contactprivacy.comdomainabuse@tucows.com,SPAMJRTY.NET,-1,TUCOWS INC.,36:21.3
70,2882dd75812e915038334232090232ec,1-2e16d24396c6fc465baeee0c62062c9b,http://www.sms-ebacolom.com/validatepasswordscis=no-back-button.php...added,Malicious,SMS-EBACOLOM.COMsms-ebacolom.com,Repossessed by Go Daddy,None,None,AZ,None,US,abuse@godaddy.com,SMS-EBACOLOM.COMsms-ebacolom.com,-1,GoDaddy.com LLC,36:39.9
71,2882dd75812e91503833423209023ac2,1-d8b1909dfccb44bb6427da935d8a8bc0,http://itapagamento.com/~/index.htmladded,Malicious,ITAPAGAMENTO.COM,Privacy Protect LLC (PrivacyProtect.org),10 Corporate Drive,Burlington,MA,1803,US,contact@privacyprotect.orgabuse@websitewelcome.com,ITAPAGAMENTO.COM,-1,Launchpad Inc. (HostGator),36:48.6
72,2882dd75812e91503833423209024043,1-130c50d4cf9f7f1e6925f7e89ad641dc,https://jp-bank.apanpset.com/added,Malicious,APANPSET.COMapanpset.com,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,REDACTED FOR PRIVACY,hebei,REDACTED FOR PRIVACY,CN,abuse@55hl.com,APANPSET.COMapanpset.com,-1,JIANGSU BANGNING SCIENCE & TECHNOLOGY CO. LTD,37:01.9
73,2882dd75812e91503833423209024309,1-508e8276088beeb0f9bf6013015a6a29,http://itapagamento.com/~/index.html?qzabq,Malicious,ITAPAGAMENTO.COM,Privacy Protect LLC (PrivacyProtect.org),10 Corporate Drive,Burlington,MA,1803,US,contact@privacyprotect.orgabuse@websitewelcome.com,ITAPAGAMENTO.COM,-1,Launchpad Inc. (HostGator),37:14.1
